0,3,0.22353348762089556,1
1,3,0.30218941619633094,1
2,2,0.2842616530296845,1
3,2,0.27915837811151933,1
4,1,0.2693343433994594,1
5,0,0.2972174627062186,0
6,1,0.35216514208048205,1
7,1,0.4125661290663269,1
8,1,0.3893145003632478,1
9,1,0.422763444083726,1
10,4,0.4332823378585576,1
11,3,0.4342516346088719,0
12,6,0.3953166075064256,1
13,12,0.25101700757608664,1
14,11,0.30471424407433956,1
15,11,0.28282801508123045,1
16,11,0.26130407300737407,1
17,30,0.2625808956868494,0
18,11,0.2699595618846757,1
19,11,0.26687841913595123,1
20,11,0.37839043897346597,1
21,11,0.42437486323258594,1
22,11,0.40219803132809434,1
23,11,0.42574659859935304,1
24,11,0.40140656407555836,1
25,32,0.3964743142101726,1
26,32,0.3826696198131039,1
27,34,0.4750070771746205,1
28,33,0.511695844469477,1
29,34,0.5275646395375877,1
30,34,0.5481742636340372,1
31,36,0.44891033052357554,1
32,33,0.5066077258295418,1
33,33,0.6236955804982496,1
34,33,0.4987953436068011,1
35,32,0.5577589132894277,1
36,34,0.5103353940395461,1
37,34,0.5366844253964621,1
38,33,0.5134029195360568,1
39,30,0.5381214362534722,1
40,33,0.5682653796827342,1
41,48,0.5298668490644252,0
42,49,0.5393356787505321,1
43,49,0.5241836755599072,1
44,48,0.5597577788868464,1
45,48,0.5694798479788106,1
46,48,0.5839228238241861,1
47,50,0.6547011894018939,1
48,49,0.5940942722191762,1
49,49,0.6434727483103564,1
50,51,0.5943696720825477,1
51,49,0.49805302650556726,1
52,52,0.5513698522596048,1
53,55,0.5314101497901809,1
54,33,0.4945034421679854,0
55,55,0.5365852211444293,1
56,55,0.5709237247108142,1
57,55,0.547795351386064,1
58,58,0.5541610596930918,1
59,58,0.6370704401505565,1
60,64,0.6476141561369505,1
61,65,0.6125978445210635,1
62,69,0.40619505865725386,0
63,70,0.43088085731193815,0
64,70,0.31044261306728904,0
65,69,0.24639737478803203,0
66,73,0.4811727939700123,1
67,75,0.2726126669397918,1
68,77,0.1844930542958609,1
69,78,0.18176505322525127,1
70,79,0.24298995941356163,1
71,80,0.1663668550122525,1
72,83,0.19240795743549743,1
73,95,0.2146219554000443,1
74,92,0.1791435565451765,0
75,86,0.2659603231767697,1
76,87,0.20019140136527697,1
77,107,0.2607957986586806,0
78,104,0.25234638203842247,0
79,105,0.24736333084153783,0
80,92,0.23707773926531606,0
81,106,0.2416384299172784,0
82,105,0.21756053837931674,0
83,94,0.25509050275700795,1
84,92,0.241692651036941,0
85,112,0.24371888289250926,1
86,103,0.22198133969971473,1
87,803,0.25062740034276987,0
88,102,0.259974781525206,1
89,103,0.2670444149990529,1
90,109,0.2692059658130437,1
91,107,0.2735948521642083,0
92,108,0.3185551157900877,0
93,111,0.2630227322568318,1
94,111,0.30208480740375926,1
95,114,0.3765655352380115,1
96,114,0.3915819809729967,1
97,113,0.36005766703211733,1
98,114,0.3667120672815212,1
99,119,0.3428952694388303,0
100,119,0.30305289423391085,0
101,119,0.3204809053407219,0
102,114,0.3238854061285381,1
103,114,0.3999198540195621,1
104,120,0.3301703914413547,0
105,113,0.32715454926602805,1
106,277,0.35485785903030714,0
107,124,0.36283796573668786,0
